,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction
HPS3,0.552038731231625,5.19246783864847,4.28858341880235,0.000191068504649864,0.000517860712457367,-0.431534076439605,no DE
CFTR,-1.62535289246141,4.52936972086199,-4.23258231125884,0.000222427514440839,0.00059167441328638,-0.435486478298942,down
ST6GALNAC1,2.00956620569204,4.05026696532091,4.24381964770604,0.000215751661662064,0.000576618845142285,-0.436498217371726,up
ARL6IP4,-0.396128284399388,7.03716894671456,-4.29729935671329,0.000186597989808309,0.000506929216646865,-0.43947369639231,no DE
ARL6IP1,0.529233781909241,7.72468441842411,4.28538416910622,0.000192735884181927,0.000521946368511762,-0.439574521216958,no DE
CCDC102B,-0.805763132706736,3.38284483494648,-4.25889976658123,0.000207103132425218,0.000556123675693555,-0.440570029796842,no DE
LEPREL2,0.996440275417218,4.03388578358213,4.28092697943578,0.000195082891219437,0.000527099353982057,-0.44190322610475,no DE
TSPO,-0.773116512795393,7.46317905516195,-4.2872836596538,0.000191744183125693,0.00051958414414359,-0.442021340127824,no DE
MAPK13,0.552755154793899,5.84870710150429,4.30196444892341,0.000184247882101482,0.000501352429658253,-0.443078164562132,no DE
C5orf38,-1.29661193655493,2.60420249035819,-4.1561922162223,0.000273540637939703,0.000710835346810061,-0.44665250766676,down
TMEM159,0.620156265559302,5.20942993392128,4.30149136878927,0.000184484862583211,0.000501892645122686,-0.447614180060468,no DE
NUCKS1,0.534024786110672,8.4479925534561,4.25264284171136,0.000210649112568842,0.000564716136036371,-0.4537806917795,no DE
GJA1,-1.36340162231514,7.61106483920977,-4.27236763585599,0.000199669489362452,0.000538600091888425,-0.455549999141532,down
ERH,0.449886247597278,6.19818324531944,4.30488429394314,0.000182791893139873,0.0004978056710108,-0.455755309644598,no DE
C12orf52,0.625913780534287,4.27375695861819,4.24429830323111,0.000215471742871321,0.000575988666741626,-0.458528165450129,no DE
IPO7,0.540034478806499,7.53949945088271,4.28046607126994,0.000195327196727571,0.000527541050876263,-0.460377929558647,no DE
LARP1B,0.580529289462167,4.09732883251843,4.21481037819584,0.000233404309927527,0.000617475974358332,-0.466280839384284,no DE
PSMC5,0.36744821491912,6.66867024144113,4.29746277681512,0.00018651516554204,0.000506887873375025,-0.467116827258437,no DE
PRKRIP1,0.419065382676536,4.27272757079503,4.24207469731136,0.00021677515883653,0.000578880144904505,-0.469652557871359,no DE
SENP1,0.591018171769648,4.11933564324744,4.2396076771144,0.000218230376589148,0.000581932810136497,-0.469711535293234,no DE
OPTN,-0.65412626930437,6.34506762839354,-4.29568235639841,0.000187419478540775,0.000508815818093332,-0.469927287668063,no DE
RAVER1,0.421119254050231,6.26762056921172,4.29887593773952,0.000185800465409046,0.000505155899809264,-0.473420104465647,no DE
RRAGA,-0.356187056806003,6.30426476543867,-4.29727951048123,0.000186608050715405,0.000506929216646865,-0.474210945844906,no DE
DDX1,0.32422377035771,6.57601219340117,4.29096006582315,0.000189839091974567,0.000514849297225021,-0.483829759986683,no DE
SORT1,-0.789515423264678,7.70048286519935,-4.26072293819722,0.000206081035819132,0.000553795595843267,-0.485153026918001,no DE
RHBDF2,0.662834933023743,4.88250258648551,4.24095283329033,0.00021743571849097,0.000580050773239859,-0.489856977118251,no DE
INPP5B,-0.717998374980564,4.91553024069952,-4.27153468962626,0.000200121483869826,0.000539707795238189,-0.492941524398755,no DE
SLC36A4,0.740991207660201,3.36579557729954,4.09543814081688,0.000322322065387443,0.00081949160878502,-0.493764056041148,no DE
SURF2,0.468784964653761,3.32895585107628,4.16322763730161,0.000268385085189578,0.000698411187595607,-0.494567659339606,no DE
SLC35D1,0.549042400948511,4.27163661547692,4.22076148587051,0.000229670303960104,0.000608707914231723,-0.494744256534319,no DE
SLC16A6,-1.27954335779192,1.61005780758699,-3.83642995644749,0.000645657588682154,0.00152290721089052,-0.496654608637189,down
POT1,0.461850306380569,4.41759817340072,4.24270164596723,0.000216406872256995,0.000578133218086484,-0.504597789858147,no DE
KCMF1,0.362610599647201,5.78878786140838,4.28294939748224,0.000194014470942776,0.0005247915663772,-0.507566305374734,no DE
DAZAP1,0.358338578405754,6.02843998318025,4.28502172633432,0.000192925686705714,0.000522351999288463,-0.508349616789052,no DE
CHPT1,-0.896718279913903,5.74333515026929,-4.28292421160864,0.000194027740698412,0.0005247915663772,-0.508632198414526,no DE
PPP2R5B,-0.555113727520163,4.6494076069882,-4.26283903088553,0.000204900975009223,0.000550776858895261,-0.513829141985555,no DE
PPP2R5E,0.446894167547211,5.0652353509188,4.26043824005088,0.000206240312574784,0.000554034739666321,-0.519966292430682,no DE
TCP1,0.501327873095769,7.01928998951562,4.26862316031008,0.000201709375441874,0.000543428787955167,-0.52102439831584,no DE
KCNH2,1.73048569609158,2.17494306433923,4.12804128406325,0.000295165199031377,0.000758423492707984,-0.52193719240003,up
GNA11,-0.591863924913201,5.36589898967867,-4.27842787734621,0.000196411178893264,0.000530139602583493,-0.523614639706031,no DE
ACY1,0.765206285826116,4.62813863697727,4.23300773191005,0.00022217110370307,0.000591112804043247,-0.528533373100077,no DE
CEBPD,-0.953110109183424,7.42004272750498,-4.2520251476794,0.000211002415539147,0.000565547131423509,-0.531973697269747,no DE
RAD9A,0.51813641261119,3.34100089884138,4.12897589620461,0.000294420925344373,0.000756958112767401,-0.536611698885991,no DE
FOLR1,-2.214551799121,7.11635282583376,-4.24356244236007,0.00021590222431405,0.000576903118520224,-0.537167481669252,down
INO80B,0.591604988774535,3.7919081896965,4.18068332696195,0.000256003971782329,0.000670200530219562,-0.540037649178243,no DE
LRRC48,-1.39196097241134,2.06900801940795,-4.1165718575512,0.000304451261056712,0.000779063381802248,-0.541891784867976,down
NFKBIA,-0.999222479210513,8.14304456331298,-4.23707817306937,0.000219732474634259,0.000585459888018164,-0.543388470296692,no DE
ALDH7A1,0.556998595383023,5.45087965724962,4.26691690167815,0.000202645718616268,0.000545388570123328,-0.544574470587508,no DE
OMD,-1.22502305319064,1.95941584958106,-3.99453826107814,0.000422924448432854,0.00104356008041475,-0.54720228036853,down
PPT1,-0.535339426151286,7.94352301001342,-4.23849215904952,0.000218891551040556,0.000583457507807306,-0.547422102324011,no DE
CTBP2,0.401685879494498,5.98182661786125,4.27091072662296,0.000200460737250398,0.000540511052123415,-0.547723791961709,no DE
FEZ2,-0.435837765668091,5.65792533327284,-4.26777483216814,0.000202174376356976,0.000544344499708666,-0.550742904301964,no DE
PLP2,0.613100426958863,6.44914262509641,4.2682881289314,0.00020189289240014,0.000543810962546228,-0.550891056486753,no DE
TUBGCP4,0.42775707572931,3.25769927846059,4.15178457010779,0.000276820207788594,0.000717358382422973,-0.551332933666998,no DE
CAPS,-1.7317870671183,6.04764615918024,-4.2519045531971,0.000211071460371395,0.00056561604849678,-0.55177618341737,down
GAS5,0.954110048226189,6.01362231477275,4.26623056509254,0.000203023570241715,0.000546292859691837,-0.556467107633749,no DE
ZNF326,0.521158491867049,3.90458605533576,4.18805295768409,0.000250947607166453,0.000658548274295076,-0.558583555663228,no DE
PPIL5,0.783362899189978,2.55143229750907,4.01622169613211,0.000398982603905258,0.000989534472501489,-0.559176354153609,no DE
PCSK5,-0.677829229936803,2.93604985166908,-4.15006001842657,0.000278113914137041,0.000720567868445969,-0.561214355914968,no DE
DNAJC18,-0.504820183087363,3.12027474529953,-4.14593516881808,0.000281232490728141,0.000727461135517492,-0.56437855912537,no DE
FAM116A,-0.414326345966924,5.05147282742552,-4.25381144609015,0.000209982303765775,0.000563159854336277,-0.565026317332028,no DE
C20orf177,0.625704514608632,3.44136374219976,4.16505616152234,0.00026706091510251,0.000695519977021759,-0.565166745812195,no DE
BRP44,0.623551020659808,5.17616669793564,4.23665948077486,0.000219982090691281,0.000585885784491592,-0.565651245364899,no DE
FAM174A,-0.530204291575381,4.66402918339789,-4.24148185010734,0.000217123983035488,0.000579693055954639,-0.568502661385388,no DE
ORC4L,0.360878393801877,4.62801450832542,4.2342397587341,0.000221430179482657,0.000589381756277961,-0.569639078663736,no DE
CPLX2,5.28311929655487,-1.84814910530677,3.79848507722151,0.000714281269501574,0.00166848844144668,-0.570141552061841,up
RASSF6,1.73373031683661,2.34903663896691,3.98721962109975,0.000431319848481414,0.00106106633664303,-0.570825822991726,up
NUP210,0.941439122977027,5.59429412217397,4.23685853044816,0.000219863386296413,0.000585689139046344,-0.573851242714774,no DE
CBLB,0.641448574181314,4.21943681012497,4.18281288757104,0.000254532620450912,0.000667139235317147,-0.573932488278862,no DE
ATMIN,0.308222172437532,5.93353570410145,4.25897091428836,0.000207063152179572,0.000556123675693555,-0.578159564099334,no DE
TRIB3,0.966025941974014,4.23571463941951,4.19578646820085,0.000245747581481067,0.00064633148923481,-0.580722461245597,no DE
MARK4,0.476458387533349,4.79361107888129,4.24019839847507,0.000217881052024895,0.000581120018815071,-0.583101285164799,no DE
RAD23B,0.38490051595058,7.3875227648073,4.23766229371972,0.000219384701004126,0.000584652613762118,-0.584072501103464,no DE
CHST11,-0.62794556711502,3.80837675895763,-4.16480680414909,0.000267241112976067,0.000695850438395493,-0.584876767436318,no DE
C1GALT1,0.848841278705714,4.24029531097344,4.18406755033262,0.000253669662344361,0.000665023117610152,-0.585344269184637,no DE
AFF2,-1.14587145729864,2.07491059459152,-4.10291988741531,0.000315880294547833,0.000804995213731525,-0.586248985971364,down
PSMD5,0.337020265529001,5.41638866093776,4.24753478152134,0.000213588438733448,0.000571773972680004,-0.588230188320216,no DE
PIGR,-3.03235198420004,8.82954833000495,-4.18073612569077,0.000255967390916276,0.000670200530219562,-0.588755969601165,down
TOMM22,0.461976019982751,5.76313492670935,4.24761240587263,0.000213543469534796,0.000571770852889782,-0.595746177867876,no DE
GRM4,5.77306236236575,-4.05906454523651,3.80943582013979,0.0006937758378894,0.00162407747703916,-0.59593144711104,up
HTATSF1,0.374061931827652,6.21032571452277,4.25317857097835,0.000210343164588752,0.000564011776371607,-0.59667513018584,no DE
SMC6,0.580301408051439,4.77540773271481,4.21657122011525,0.000232293271899115,0.000614785903913048,-0.597190110364537,no DE
C10orf57,0.764968103811158,4.76826075957197,4.20846089523315,0.000237454400530745,0.000626919961595433,-0.597308671731766,no DE
KCNMA1,-0.780897236367588,3.72956749640416,-4.17378844633364,0.000260825592473306,0.000680911291710812,-0.598581400199568,no DE
LYSMD2,-0.661843307948495,3.6337511670094,-4.14534943342737,0.000281678121177687,0.000728212421416587,-0.599981209365593,no DE
HNRNPA1,0.465762630042316,8.01749057183284,4.21408414133657,0.000233864070710604,0.000618316328739216,-0.601763994219191,no DE
ZNF517,0.506743764824577,3.54582320443923,4.14404676465567,0.000282671696399364,0.000730202583237859,-0.602753902101283,no DE
BCL7B,-0.394022243683661,5.91121769544989,-4.24911452027256,0.000212675107598106,0.000569562613762428,-0.603875887757182,no DE
SGMS2,-1.08351661230514,6.92730816413407,-4.24721861105685,0.00021377169875162,0.000572147218331945,-0.604764362212736,down
FOXQ1,1.51452380111509,3.93117224168354,4.19906055648536,0.000243578265480268,0.000641660363130966,-0.60575703231705,up
EIF2C3,0.591106544674316,2.19596376521122,3.99487035776214,0.00042254732554939,0.00104282666674157,-0.606728372136348,no DE
DUSP12,0.729777848543392,3.63284366172748,4.11939637316985,0.000302138049047211,0.000774510595878485,-0.608728768188664,no DE
RSPRY1,0.458598299452058,4.02475858356515,4.17614170151972,0.000259169960522898,0.000677673376343227,-0.609229418570689,no DE
NUTF2,0.342034406991426,6.17944709374856,4.24669346964671,0.00021407642683918,0.000572845346357487,-0.611892615467712,no DE
PDSS1,0.828531198987958,1.77406565339622,3.93582126000641,0.000495072629991673,0.00120047985125047,-0.613427441104668,no DE
LOC151534,0.797779857713897,2.6308627471067,3.97975713967688,0.00044004886089295,0.00107992525134424,-0.613713022527115,no DE
RAD51L3,0.530568774828572,2.7636708399753,4.07184482123207,0.000343495176276513,0.000866906909500642,-0.615078787578151,no DE
MST1R,0.870763835529934,4.70983207671827,4.20502494624954,0.000239674920229612,0.000632526634402976,-0.618643627764601,no DE
ZNF638,0.437233997677827,6.49594276868223,4.24131707496136,0.000217221033231247,0.000579715016717943,-0.622634118753931,no DE
ZNF680,0.583919444983557,3.45515621989696,4.15542358056087,0.00027410977980134,0.000711747554355856,-0.622775855971753,no DE
C6orf150,1.0656682316911,1.92957347490179,3.94935168863852,0.000477444438517063,0.00116075288805424,-0.623732175278274,up
ACAA1,-0.594848178445694,5.81897226650745,-4.24118105621541,0.000217301178618219,0.000579810360691662,-0.623924654080461,no DE
NCBP2,0.420054232107097,6.09688380586126,4.24133559713826,0.000217210121796732,0.000579715016717943,-0.626791700036091,no DE
CLEC2B,-0.881168661950562,4.2222018335164,-4.21465394930047,0.000233503265306458,0.000617487463947569,-0.627866625839528,no DE
DENND1B,0.737249470226379,2.03112382718538,3.91602882187617,0.000522015542061494,0.00125902972478357,-0.628734095004825,no DE
PTBP2,0.77054543354918,3.27701562197262,4.08267305517085,0.000333612850858661,0.000844742685210108,-0.628757638146356,no DE
SETBP1,-0.652316380098629,4.28106017568731,-4.22731933961351,0.000225623913138279,0.000599444115244038,-0.630395897842575,no DE
UBE2V1,0.382089828464945,6.9879049205796,4.23034916501256,0.000223778285944941,0.000595025049182993,-0.632609959572798,no DE
RGN,-0.832176213454308,2.85744436773566,-4.12336634847101,0.000298915994524923,0.00076745682071869,-0.634385198397503,no DE
MSH3,0.377826545655156,4.21943016741311,4.18698102831472,0.000251676893223128,0.000660196641326667,-0.635377176618098,no DE
FUS,0.472576127250679,7.41581197611761,4.21659406094991,0.000232278894396516,0.000614785903913048,-0.63561826105429,no DE
CIITA,-0.963061689065169,4.97038866868767,-4.21467043100627,0.000233492837189025,0.000617487463947569,-0.636028124138951,no DE
SMPD1,-0.529165239036587,5.65790640317032,-4.23605797235052,0.000220341188597234,0.000586602801297102,-0.636507250975268,no DE
PTK2,0.524903867424728,6.76366765879184,4.22799411466991,0.000225211574600156,0.000598669352039113,-0.636615690116968,no DE
PTGES3,0.47608180781079,7.98534444302179,4.20272504146388,0.000241172702497293,0.000636003100568559,-0.639588130812469,no DE
PKP1,2.18322878857891,2.72434465944161,4.056614071657,0.000357884953343407,0.000898705712964889,-0.640175068750184,up
PARD3B,-0.676007930294656,2.17315548388645,-4.04628254661336,0.000367982136870882,0.00092087247557048,-0.640202798449003,no DE
SNX14,-0.458268366317705,6.13483516202055,-4.23636076446714,0.000220160350683851,0.000586240933797697,-0.64075734324602,no DE
CHCHD1,0.556681948324567,4.62572238756038,4.19616249788803,0.000245497468747336,0.000645885534211215,-0.641017235983991,no DE
LLGL1,0.606774138963953,4.82178330206819,4.21994798263597,0.000230177231191719,0.000609803815454741,-0.642599485424088,no DE
PDCL,-0.355289033258032,4.90018569354228,-4.22627239666229,0.000226265151151285,0.000600767943324437,-0.64354854314676,no DE
FBXO41,1.63409987611505,2.32573146520995,3.87674418798734,0.000579821827335198,0.00138210633897121,-0.644535705493865,up
FAM164A,-0.585233389536732,4.21952031683896,-4.18916663877829,0.000250192124915059,0.00065669772904007,-0.645690967797696,no DE
FCRL5,2.59964582626466,0.850014307942964,3.71890199687986,0.000882173801836142,0.00200784910817213,-0.645938630364054,up
HNRNPF,0.440417637598546,7.61497405374388,4.21041940989375,0.000236197792488548,0.000624233607076941,-0.645958519003243,no DE
ANKRD26,0.61814571955227,2.73877371211422,4.05984461095706,0.000354784026961069,0.000891776603874992,-0.64694606320639,no DE
SLC34A2,-2.00509883786694,10.9077497588384,-4.11172280514712,0.000308463296772143,0.000788402469701739,-0.647148001376842,down
STX3,-0.464508661488797,5.97833192319732,-4.23047663406633,0.000223700965625931,0.000594940648800995,-0.65261993603848,no DE
RNF187,0.533713476614674,6.80676788071681,4.22565723416539,0.000226642769027893,0.000601294321975831,-0.653807473493114,no DE
C12orf23,0.554450186862688,5.71921019839816,4.22638555067328,0.000226195759203551,0.000600718869762757,-0.654372027762308,no DE
C6,-1.47112602452459,1.99451667536834,-4.11083618581727,0.000309202486973176,0.00079001469640441,-0.654698447195222,down
ZNF785,0.566496327614875,2.47259989911777,4.00776078977764,0.000408161885850339,0.00101057228679903,-0.656468752960281,no DE
CNTROB,-0.396353778332553,5.4057708233349,-4.22023674543073,0.000229997164847875,0.00060945046544038,-0.656610382854637,no DE
MAP3K6,-0.538870183350505,5.99957796764607,-4.22780279102612,0.000225328412122998,0.000598780896466103,-0.657095093858222,no DE
ZNF768,0.493310354990049,5.57989380818029,4.22688184566209,0.000225891653449828,0.000600033323663128,-0.657942403602074,no DE
RNF2,0.557705937329889,4.52802299592631,4.19161685422924,0.000248537879407108,0.000652618173385834,-0.661717021566465,no DE
ZNF583,-0.651452598311388,1.88871584473652,-3.98986462497909,0.000428266963867879,0.00105455636582154,-0.663683801518079,no DE
ZCCHC9,0.451867535587599,3.78916073169592,4.13212429719025,0.000291927301366436,0.000751435035443915,-0.665197174974488,no DE
KLF15,-1.09156613585066,3.87480485706538,-4.17352957662254,0.000261008356197873,0.000681252164257315,-0.665240003209417,down
MUC13,6.94262157234204,-0.790661867194755,3.68743512092932,0.000958695184539196,0.00216240681593056,-0.666821351988727,up
SLC25A24,-0.637952149042629,6.00165886522879,-4.22620533301839,0.00022630628800477,0.000600767943324437,-0.667338577424523,no DE
CPZ,0.847078959414168,3.27632105838418,4.17382277662796,0.000260801364545618,0.000680911291710812,-0.671150369762644,no DE
MICALCL,-1.2091590169923,2.90639566626314,-4.01856935771414,0.000396471796507621,0.000983494177083614,-0.671919398578244,down
PTK6,1.3261306004431,3.23902965108865,4.05341582567394,0.000360981157816522,0.00090543563662165,-0.675921668564191,up
COPS8,0.392789390193831,5.3852133684632,4.21496618394223,0.000233305789918966,0.000617340457290141,-0.67726634014705,no DE
H2AFJ,-0.533595200704579,5.31550744366002,-4.21733062600303,0.000231815723480012,0.000613770920605396,-0.677556673787121,no DE
CILP,2.46389427410718,1.49286584405932,3.79017407302065,0.000730238297560814,0.00170028549733523,-0.677924257072622,up
GPRASP1,-0.67517173585538,3.1853657928998,-4.1537517247524,0.000275351754379915,0.000714262013100363,-0.677980500205424,no DE
CIAO1,0.273892236796477,6.38094529868234,4.22204665049676,0.000228871711563383,0.000606837792207361,-0.678978561845644,no DE
NUDT22,0.50707767710725,4.58129107677016,4.1751692428757,0.000259852872321101,0.000679186932800827,-0.680085858211124,no DE
FBXO9,-0.447904568982186,5.66690565981063,-4.21902997347715,0.000230750607750799,0.000611198799304217,-0.683782048791082,no DE
ZNF322A,0.773487181016645,5.02731746511291,4.20347704107647,0.000240681958638549,0.000634927567928251,-0.685599244821058,no DE
EIF3CL,0.562310238448916,8.8072416298598,4.15197151280809,0.000276680326159397,0.000717280694609456,-0.686777840322247,no DE
ALPP,-2.22372762776196,1.44997391245825,-3.78993923688102,0.000730694207637745,0.00170067390620902,-0.688801160201721,down
PXN,-0.521964509292244,7.39350825108582,-4.19285079010109,0.000247708889247446,0.000650834164924902,-0.689259218742994,no DE
ANKDD1A,-0.592878393229021,2.41724600758746,-4.03741586913031,0.000376870860663205,0.000940771723893062,-0.690285877764866,no DE
DIRAS1,3.65797624506305,0.417374616101197,3.67549773840652,0.000989386948897196,0.00222548127588404,-0.692249303729457,up
NDUFB10,0.334784456985965,5.56305103654688,4.20952889531622,0.0002367683417505,0.000625488193659031,-0.694605549285486,no DE
EDEM1,-0.515776426032359,7.27078678257947,-4.20390765489263,0.000240401390528738,0.000634315615640109,-0.695228946408926,no DE
PRKAR1B,-0.725171045779538,4.45698157801624,-4.20029171913887,0.000242767433736068,0.000639653474476563,-0.695382078669978,no DE
ANKRD52,0.524290608757461,5.49631372087023,4.207943148543,0.000237787695319295,0.000627672959960112,-0.699250368084844,no DE
B3GNT7,-0.965161942687905,6.39485380570926,-4.21277628311444,0.000234694297094717,0.000620385714859729,-0.702342455115688,no DE
FAM173A,0.739308734141691,2.95939338558455,4.00680021962748,0.000409217049239344,0.00101299263108689,-0.70793354348201,no DE
PTPRD,-0.870453246543067,3.45418057486721,-4.16347594705882,0.000268204886268205,0.000698081431796387,-0.710031342789366,no DE
MRPS26,0.690456108624003,5.26916904004489,4.19339587145668,0.000247343559268926,0.000650136020768685,-0.710955007515909,no DE
CHGB,3.59317368493899,-1.2611993762618,3.70919617175281,0.000905117596046344,0.00205433837266439,-0.712177369009343,up
EEF1D,0.408106895747661,8.80235050631796,4.15495887165094,0.000274454443351538,0.000712500765526577,-0.712559202059376,no DE
INF2,-0.673538700200137,7.41392365509167,-4.17670666679484,0.00025877402582138,0.000676909290390075,-0.712966144215835,no DE
TMEM70,0.56239360908243,4.57925520000805,4.1449511373249,0.000281981544587355,0.000728728141856447,-0.714713384405256,no DE
ACE2,1.84727689692143,1.47378726192745,3.86863683879334,0.00059251022351495,0.001410805535852,-0.718441439054914,up
REV3L,-0.664623318540278,5.29867505931859,-4.20160343559756,0.000241906482313392,0.000637642430055879,-0.719317893048011,no DE
PLEKHG4,1.16074544392851,3.85123689029212,4.09720660820934,0.000320787834544817,0.000816385963016864,-0.719399535862168,up
TWISTNB,0.570720197454126,4.75021159903531,4.17506253328133,0.000259927917471908,0.000679247068420583,-0.720648890041164,no DE
COX10,0.46450102394486,3.44944635295566,4.07709935439083,0.00033866417108582,0.000856038618354612,-0.721000116881344,no DE
ARHGAP12,0.438258817794266,5.50322277177807,4.19870020575372,0.000243816094412414,0.000642157280138264,-0.722642709000172,no DE
PRKD1,-0.843772660064475,3.86663558275106,-4.17015735604383,0.000263400743652357,0.0006869470343445,-0.72323498099656,no DE
POGZ,0.558094048417054,6.3288539387648,4.20270298660725,0.000241187110075413,0.000636003100568559,-0.729797864083852,no DE
ZZZ3,0.406075544627036,4.88825433690972,4.18274548101426,0.000254579064668253,0.000667139235317147,-0.730995850844471,no DE
NARFL,0.382413635090326,4.78671924859018,4.16873717297816,0.00026441474155695,0.000689453779772845,-0.74092055621328,no DE
SORL1,0.92883376962329,6.53985079147531,4.19760376915338,0.000244541145844494,0.000643807094939125,-0.741792887317384,no DE
LDLRAD3,0.932597044946368,2.17463419937449,3.99102457700098,0.000426934846285404,0.00105226218817284,-0.743039769776482,no DE
GPD2,0.395693656067704,5.94789411905474,4.19611576489624,0.000245528539091094,0.000645885534211215,-0.74305175218722,no DE
IGFBP6,-1.03796767330198,4.01765546993425,-4.1322585753697,0.000291821413463679,0.000751310633124537,-0.743259972341159,down
XRCC4,0.682193460333108,2.46828993553819,3.92085703777467,0.000515313263087282,0.0012433242186836,-0.746054122456501,no DE
CUL4B,0.303614786924507,6.03107804646783,4.1962504186822,0.000245439025289906,0.000645885534211215,-0.748873496629574,no DE
AXIN1,0.436692438925449,5.57636460713527,4.18674113595827,0.000251840390016625,0.000660492789006833,-0.750961852795747,no DE
MGC70857,0.571588697049526,4.46763331096035,4.14783700866397,0.000279790350103477,0.000724049056284832,-0.751874621443664,no DE
MOBKL2A,-0.456680314516507,5.87046811067966,-4.19424647566035,0.000246774521111907,0.000648770961545563,-0.752335996876475,no DE
S100A2,3.11901887571415,1.76492681207165,3.75644192821677,0.000798658375759207,0.00183536756668749,-0.752491677551658,up
TNFRSF4,0.771442574540465,1.92323635760103,4.03716847056822,0.000377121880202833,0.000941218336957473,-0.754771002406804,no DE
CYHR1,0.397557892882031,5.29256432504524,4.18197036070005,0.000255113736712682,0.000668272046018591,-0.756325501350522,no DE
CDCP1,0.878392768973336,5.44837741860805,4.14560010225626,0.000281487325882063,0.000727863325027449,-0.758669266702581,no DE
CCNYL1,-0.519465950203704,5.16587045072817,-4.17427606827022,0.000260481671100944,0.000680285564802045,-0.758869301098181,no DE
CENPJ,0.691794898903538,2.68200501949891,4.01857065971179,0.000396470408351019,0.000983494177083614,-0.759264379794356,no DE
RG9MTD2,0.713115658652011,2.71795508237078,3.9811105152804,0.000438453006588223,0.0010765077238884,-0.759952697819864,no DE
RQCD1,0.587027977945925,3.08787373089091,4.03645122388768,0.000377850554824815,0.000942676470208009,-0.762469598403936,no DE
DDHD1,-0.564223999837761,4.60697466489108,-4.15444402245184,0.000274836793962514,0.000713067913256349,-0.767093760474101,no DE
ITGA2,1.44123902060042,5.40981287647653,4.18213823822598,0.000254997842134059,0.000668102535804068,-0.768499412288003,up
WDR5,0.490578666891921,4.96228152462957,4.17033943123117,0.000263271021428498,0.000686922783471603,-0.771538759148559,no DE
PCGF3,0.602635626941276,5.42441136086431,4.1794211564676,0.000256879986706195,0.000672359026764781,-0.772389726835389,no DE
CNOT3,0.37960739096428,5.2954218647448,4.17896395071637,0.000257198041754909,0.000673056543509788,-0.773237182817686,no DE
NT5C3,0.475276466021726,4.49946672117794,4.14347787397434,0.000283106685899051,0.00073089232022158,-0.774242350097486,no DE
PPPDE2,0.820373685408418,3.72055659203248,4.05036086913191,0.00036396325803143,0.000912039241137313,-0.776737110131132,no DE
ETV6,0.556425509471957,5.58783475183478,4.17434736932406,0.000260431419748719,0.000680285564802045,-0.779894160555983,no DE
RFTN2,-0.526682892469993,1.87408856178366,-4.00444464879072,0.000411815953439202,0.00101865333337917,-0.780626208257885,no DE
GCLM,1.06643401391708,4.28981778900633,4.11464517694557,0.000306039173159536,0.000782819778023012,-0.782027469418366,up
GALNT6,1.40929209808504,4.39515475064933,4.07064075158923,0.000344611715866566,0.00086938862141598,-0.7853868032676,up
LTA4H,-0.874051157188776,8.20589755471275,-4.14096574077653,0.000285035439412367,0.000735144752153652,-0.786193506542562,no DE
RAN,0.660365436856596,7.06148053972736,4.17714006740051,0.000258470697951476,0.000676251357057651,-0.786197323737267,no DE
PEBP1,-0.71240593436897,8.20226172586613,-4.13188167044364,0.00029211872590218,0.000751779520741553,-0.787725190454208,no DE
TAF4B,1.27449890892402,2.3478814521205,3.88084401664571,0.000573507171441091,0.0013688040060012,-0.788104065732703,up
ITSN2,-0.442886021378749,6.34428033389391,-4.18082162427756,0.000255908165348778,0.000670200530219562,-0.789658034263328,no DE
COL21A1,-0.740962000535263,2.95779514365095,-4.1170233775219,0.000304080308048003,0.000778617730866719,-0.791416572075525,no DE
MAN2A1,0.75039396442564,4.62315870691584,4.13965453265295,0.000286047293585433,0.000737463030450454,-0.791545561652502,no DE
TIMM16,0.843817143135475,2.94291643491935,3.95986082001758,0.000464179178588356,0.0011325104332923,-0.791587875388113,no DE
FAM174B,-0.733104062934904,5.53977364436779,-4.17521339965875,0.000259821824644608,0.000679186932800827,-0.795330885230341,no DE
FAM57A,0.761925365893751,3.97069023962176,4.09586454548285,0.000321951478667979,0.000818833055055842,-0.796278610125117,no DE
FAM117B,0.479096898718964,4.29421052568561,4.14370093430903,0.000282936049196302,0.000730608732843164,-0.796933299029486,no DE
ZNF703,1.21491105280123,2.6323314403785,4.02402745415357,0.000390694309243298,0.00096998401829059,-0.79887585961846,up
SMAD4,-0.445131718467883,6.45235346375302,-4.16849569128054,0.000264587540050789,0.000689766558874165,-0.800148831596442,no DE
PARVA,-0.546415450483195,6.29571448007821,-4.17019852869173,0.000263371404058378,0.0006869470343445,-0.800275672574842,no DE
RGMA,1.23884497867388,3.15341241864748,4.01543305495455,0.000399829553774033,0.000991258341009013,-0.800355628716767,up
JAK3,0.866765854914018,3.53259867906133,3.98776939144752,0.000430683543463248,0.00105990050769717,-0.801074694998639,no DE
FBLIM1,0.976797436136502,5.25482957488189,4.17446330592815,0.00026034973070586,0.000680213177522737,-0.803793273583731,no DE
SPSB1,0.857483518200506,5.10087833384639,4.1215064241065,0.000300421280469307,0.000770866713970092,-0.804404739108902,no DE
RET,2.65998833773082,0.242593967764831,3.68714196351188,0.000959437669829047,0.00216370765450562,-0.805866802005,up
HMGXB4,0.607127212892897,4.61106105303192,4.14101776671854,0.000284995364085557,0.000735144752153652,-0.806334999297031,no DE
