,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction
SGEF,-2.91243256843395,5.59170324647953,-14.681048295683,1.00246312816823e-14,6.00236294127517e-13,23.488206373105,down
ZNF366,-1.97077674887797,1.46480489127186,-14.5657442612217,1.22083622647826e-14,7.09016978138159e-13,23.4659101992514,down
PDZD2,-2.73729456553871,5.90167522665161,-14.6586512874477,1.04148386562699e-14,6.15135244254711e-13,23.4580597509222,down
GPT2,3.23018269757333,3.45284829519514,14.4607908165079,1.46224649889557e-14,8.37136120617714e-13,23.2989149111268,up
ARHGEF6,-1.862794028504,5.42150866443843,-14.5651111398974,1.22216210894879e-14,7.09016978138159e-13,23.2777610475819,down
ZNF365,-2.27426919502932,1.93721390278042,-14.4311916115854,1.5388635342269e-14,8.71657487802919e-13,23.2508817094275,down
GJA4,-1.85846897075569,3.93310129786377,-14.5253936570985,1.30837810200532e-14,7.55675193162629e-13,23.2471019106301,down
CHRM1,-4.74764597276697,0.333606116414053,-14.5973066275667,1.15658326876989e-14,6.7699019763468e-13,23.23169962696,down
TBX4,-2.22436283171956,4.48827550175785,-14.5120727890671,1.33867865681262e-14,7.69769713981283e-13,23.2015493114324,down
C6orf174,-3.14884167063353,3.81540101873436,-14.441618321047,1.51141275745373e-14,8.61505271748628e-13,23.1525625706342,down
CPB2,-4.17909882868354,3.19224859757828,-14.3339634321133,1.82097206244421e-14,1.01577556970446e-12,23.0821014936862,down
MYOZ1,-2.4126547288598,1.51049276573499,-14.3182159597654,1.87145421113477e-14,1.03072117375284e-12,23.0559800754621,down
SPN,-2.72784921512506,5.57459011398923,-14.4297949836759,1.54257932798954e-14,8.71657487802919e-13,23.0448207883431,down
BMPER,-2.90439082082796,2.26412356844705,-14.3106046676408,1.8963689640476e-14,1.0400547936014e-12,23.0293365539362,down
FRMD3,-2.64892071816863,1.54526773515539,-14.3011983446352,1.92763266507836e-14,1.05277778984384e-12,23.0224530207068,down
FLI1,-2.09979937061957,5.40806065921196,-14.3992039188577,1.62633059329216e-14,9.15021260096659e-13,22.9937342321786,down
GPER,-2.4156446438433,2.82980082026242,-14.3269848220096,1.84316812184756e-14,1.01944379213882e-12,22.9856756106503,down
FGD5,-2.41293602760283,5.69172162958204,-14.3378910285752,1.80860136803596e-14,1.01320487798169e-12,22.9017874128037,down
GDF10,-2.95206171732617,3.66005409234042,-14.2789286257227,2.00378632105379e-14,1.08528725513341e-12,22.8818363124282,down
HPS5,-1.43466108363355,5.68938855557403,-14.3300303617237,1.83344742497136e-14,1.01838252077239e-12,22.8629840956742,down
ANXA8L2,-3.50543867705923,3.40155643416856,-14.2242519387552,2.20419929205416e-14,1.18400878021329e-12,22.8459730296165,down
PRKG1,-1.6849769760204,2.50246834792998,-14.2131459872166,2.24737116398866e-14,1.20138776186539e-12,22.8359281064601,down
CD52,-3.16775357383839,6.36253593592365,-14.2889255721493,1.96922422416368e-14,1.07101182491702e-12,22.8015227717371,down
FAM13C,-2.05934622452407,3.26792247767202,-14.2295873089041,2.18376413669473e-14,1.17787906100315e-12,22.785038787243,down
CASS4,-2.04068188241621,3.34692677911307,-14.1426924341464,2.5423290997423e-14,1.34352314732535e-12,22.6126779434177,down
AFAP1L1,-1.9730369333021,4.51794905705327,-14.1551362026718,2.4874683124124e-14,1.31987495454955e-12,22.5640938659473,down
SEMA6D,-2.41965992224994,3.60362202862165,-14.079731379715,2.83965451218014e-14,1.48859479307178e-12,22.4832846785923,down
OLR1,-3.51030335371046,6.23785371664776,-14.0920662325293,2.77870370183429e-14,1.46251691209851e-12,22.4728818089926,down
CLEC14A,-2.47861512659333,5.94974108989672,-14.0749176763144,2.86381300967101e-14,1.49525404860943e-12,22.4660046080753,down
TRAF4,1.22659517704941,5.6888692936502,14.043846268022,3.02493346921554e-14,1.57308591926974e-12,22.3630729338817,up
MSR1,-3.22024646481541,7.17110702916508,-14.017313259067,3.16990707498447e-14,1.64193639086398e-12,22.344765704827,down
PCOLCE2,-2.98478050717697,3.8856954412904,-13.9814534539338,3.37730475371955e-14,1.72878270393338e-12,22.3343062177373,down
MEX3A,5.14037480843526,1.61889323090802,13.9379460779809,3.64783884901126e-14,1.83657135605011e-12,22.3341161009968,up
TBX3,-2.44053448384182,4.61038389439035,-14.0126107996342,3.19633873905835e-14,1.64908338185489e-12,22.3162827430932,down
FGF2,-2.02061756447128,3.62455101787446,-13.9708956235325,3.44099440615999e-14,1.74767704216367e-12,22.2941684885765,down
LPL,-3.51879765549589,6.82652956830128,-13.9740336662196,3.42193605136127e-14,1.74478637806323e-12,22.2811612970609,down
LHFP,-2.01195204122712,5.78444762075605,-13.9840624118155,3.36175435891518e-14,1.72759762389448e-12,22.2724988916928,down
GLDN,-2.91793171775319,3.84674111422823,-13.914636929472,3.80187032267285e-14,1.8941150122843e-12,22.2360725519984,down
PDK4,-2.65252634611184,6.94154160024,-13.9382637412524,3.64578467354123e-14,1.83657135605011e-12,22.1838509303858,down
HEATR1,1.34986804553738,5.15217451755248,13.9348496038432,3.66792484915323e-14,1.83657135605011e-12,22.1802442165453,up
ITIH5,-2.45231163357851,5.36095525813599,-13.934177674491,3.67229850554722e-14,1.83657135605011e-12,22.1799556843228,down
ADRB1,-3.07642720979988,3.4388775145018,-13.8718133173844,4.10256810413867e-14,2.02078571559706e-12,22.1751977801533,down
CAV2,-3.02939939094859,7.9893239757899,-13.8829283957902,4.02223935218721e-14,1.99628480091634e-12,22.1660252066781,down
CLIC5,-4.41757399784243,7.33014933403887,-13.8483431397071,4.27766448334301e-14,2.09911107146903e-12,22.0969782016719,down
C1orf162,-2.36765253514932,5.05151372482945,-13.8724884517793,4.09764206393602e-14,2.02078571559706e-12,22.0830140501809,down
PAX7,6.66170588948553,-4.35237032810326,14.2112163646966,2.25496055816303e-14,1.20138776186539e-12,22.0677047835491,up
PTPRB,-2.99488255269764,6.9681415185439,-13.8200744219752,4.49882845078019e-14,2.19937107745445e-12,22.0471841566959,down
S1PR4,-2.2929203857906,3.94657403195502,-13.7769097458008,4.85952051129601e-14,2.36684034455025e-12,21.9503714966296,down
LYL1,-1.26861041859473,3.29545701438972,-13.6966014333024,5.6120244815956e-14,2.70309061100618e-12,21.8611737521839,down
PRKG2,-2.74703403995708,1.87754797389484,-13.6231854336381,6.40501473202705e-14,2.99658269882255e-12,21.8334444340343,down
ITGA8,-2.25870833274319,3.57742033336321,-13.7093086278074,5.48539324744256e-14,2.65188289106918e-12,21.8328672762261,down
CORO2B,-1.96076985268249,2.89916538717187,-13.6610972941044,5.98204682665454e-14,2.8291180155189e-12,21.7980304214889,down
ITM2A,-2.47500928917854,5.24079733531238,-13.7188272445463,5.39246854619564e-14,2.61665025775062e-12,21.794796839972,down
TLL1,-1.66585284303494,2.25626820524857,-13.6291677152601,6.33627804119762e-14,2.97508767164578e-12,21.7759248520989,down
HK3,-2.48070554625356,4.7206404975867,-13.6865431617752,5.71439203874741e-14,2.74227791477096e-12,21.7421185590505,down
EPAS1,-2.93383242772522,10.1128887802088,-13.5974322346497,6.7098081068827e-14,3.105784582239e-12,21.7325976543052,down
SCN4B,-2.46401941986,4.27105501429404,-13.6661552796915,5.92783374913618e-14,2.8291180155189e-12,21.7241028247206,down
THBD,-2.59952127128347,6.81109097661735,-13.662265085088,5.96948488380483e-14,2.8291180155189e-12,21.7165459639654,down
ADAMTSL4,-2.62388631843401,6.39886305752422,-13.6620191902378,5.97212771690496e-14,2.8291180155189e-12,21.6800507326656,down
MMP11,5.63873434275898,2.33942920737594,13.6105184749825,6.55310612828988e-14,3.04404606023373e-12,21.6241029000797,up
CASP1,-1.668813519504,5.06884628223094,-13.6308911398262,6.31661717402338e-14,2.97508767164578e-12,21.6167853258475,down
ICAM2,-1.79893222673403,5.1930884800769,-13.618220106851,6.46264987564102e-14,3.01274888666937e-12,21.5866380574869,down
QKI,-1.63526018433911,7.490413817343,-13.5690881891386,7.06259357566934e-14,3.25752770117356e-12,21.5635142646085,down
LGI4,-2.30651831074238,2.14333383836234,-13.4590330648246,8.62387188661885e-14,3.92220905003609e-12,21.5358162647079,down
LOC149620,-4.78024950507881,1.17753194776847,-13.5196433544808,7.72446526209893e-14,3.55026215021751e-12,21.4458555390623,down
TM6SF1,-1.68612548179714,3.60942066904745,-13.4692354723686,8.46524142795929e-14,3.86352434822212e-12,21.4246488696136,down
LST1,-2.26034354880963,4.21467984706987,-13.4764594455161,8.35474099036415e-14,3.82647137358678e-12,21.3961231409297,down
MT1M,-3.11290011721691,2.39075113971992,-13.3789865149585,9.97976865394319e-14,4.46116165205207e-12,21.3949383325185,down
MARCO,-4.18786765432006,7.11546859672661,-13.3991356877655,9.61901493284433e-14,4.31467360544388e-12,21.2602075464869,down
ACE,-2.1835402546476,6.64158064174666,-13.4031473062716,9.54880886976476e-14,4.29795179920826e-12,21.2429442848035,down
MAMDC2,-2.64732244968948,4.9453895680734,-13.4170981803242,9.30874195455193e-14,4.21899335877661e-12,21.2327996281661,down
PAICS,1.90175623251574,5.5996228760259,13.4117663432046,9.39974964615903e-14,4.24549938170636e-12,21.2243470317023,up
C1orf107,1.27405961863999,4.52220298218809,13.3716888854249,1.01138399070468e-13,4.50566390125195e-12,21.2058034184499,up
FAM107A,-4.08061340586462,6.29806851621237,-13.3378921155757,1.07593769058364e-13,4.76075073735196e-12,21.1054787902077,down
FERMT2,-1.7532132099754,6.41686796195673,-13.3403748838779,1.07105413209399e-13,4.75526176402138e-12,21.1014476340309,down
CYS1,-2.3862459517276,3.39415615919969,-13.2730006687913,1.2120533883739e-13,5.34490975623127e-12,21.0437287773491,down
RASGRP2,-2.1641833157593,3.49560180652031,-13.2346460817184,1.30073062614099e-13,5.71664540842370e-12,21.0285356084023,down
FAM162B,-2.14603451826456,2.28474515225456,-13.2084999691743,1.36498957341635e-13,5.95893274307815e-12,21.026017952787,down
F11,-3.54672877153263,1.81411928314148,-13.1608887779628,1.49053453960648e-13,6.4853157818278e-12,20.9992229810891,down
AOC3,-2.88853750757277,7.51223753554428,-13.2095317065465,1.36239292325918e-13,5.95893274307815e-12,20.9486193952472,down
FERMT1,3.72231344085353,2.29130525983732,13.1441458662991,1.53746031638533e-13,6.62325726395306e-12,20.9427970845379,up
CASQ2,-3.03002182599888,1.05782843725521,-13.0800057795818,1.73177234005728e-13,7.36313496897971e-12,20.8535882575278,down
FAM167B,-1.80777585382187,3.21781199970325,-13.1454086636647,1.53386856214852e-13,6.62325726395306e-12,20.7849680084615,down
SLC7A7,-2.16588945072477,5.81127980201504,-13.1577522664915,1.4992116674826e-13,6.50139863642869e-12,20.7256268541439,down
ALOX5,-2.55020357609079,6.44168408384485,-13.1382477755857,1.55435123829922e-13,6.6739956294473e-12,20.7117062467644,down
EPRS,1.11598435945632,6.93979357941682,13.1141318143693,1.62542749866459e-13,6.95629676723571e-12,20.6517896398749,up
PALM2-AKAP2,-2.62165536671867,7.21374917193256,-13.0728754243923,1.75488292508311e-13,7.43717104581486e-12,20.6367719843797,down
RILPL2,-1.43475274690714,5.16331719418594,-13.099960159331,1.66874865059448e-13,7.11835821444763e-12,20.6270423366582,down
SLC39A8,-3.0245601418742,8.45277567707299,-13.0389292104089,1.86934352980029e-13,7.89661524093306e-12,20.616563323945,down
PLA1A,-2.12852152998862,3.13499386739247,-13.0033424362399,1.99761615993341e-13,8.34352545004856e-12,20.5900380214633,down
MMRN2,-2.14950723267397,5.97263615012403,-13.0309103122452,1.8974874188384e-13,7.98964621874117e-12,20.5359307056693,down
GJD3,-1.38462512684734,3.40168046793078,-13.0043667188577,1.99380023199122e-13,8.34352545004856e-12,20.5293551668843,down
CGNL1,-2.68628331705138,6.50016517766447,-12.9856389964292,2.06477137695553e-13,8.58326776541418e-12,20.4428449790244,down
HBB,-4.59441231785748,7.64387051750773,-12.9418701025794,2.24096737981977e-13,9.16970131936911e-12,20.438590505547,down
PPP1R12C,-1.09418737782352,6.39095996101781,-13.0025141329535,2.0007074740406e-13,8.34352545004856e-12,20.4380318089908,down
SRPK1,1.77990271084813,5.352445435127,12.9532593768392,2.19367878068312e-13,9.06142060894203e-12,20.3938958160517,up
SLC31A2,-1.85485216787823,5.10956794693672,-12.94829560392,2.21416088224741e-13,9.11717413122254e-12,20.3821737813206,down
ALOX5AP,-2.74862139762836,6.33055915618881,-12.9604541769723,2.16433652962255e-13,8.96859832417877e-12,20.3657995778275,down
MGAT3,-3.35244355101767,5.04522624592598,-12.9386708793318,2.25443860204672e-13,9.19599596016119e-12,20.3535825753404,down
SASH1,-1.96680538936304,6.28792071199816,-12.9452556471402,2.22680185174624e-13,9.14039137447914e-12,20.3515188013724,down
KRT4,-3.61984563664056,3.52360607026884,-12.8529781224174,2.64808110193287e-13,1.05382325071737e-11,20.3342679415405,down
SEMA5A,-2.75239775970576,6.08571597383571,-12.9094636674087,2.38134780273087e-13,9.68340587820748e-12,20.2887018093699,down
SSTR1,-2.56678279614535,3.0825492717302,-12.8611908946594,2.60746350514075e-13,1.04402518811663e-11,20.288090754693,down
NRN1,-2.23877416342006,3.72699683640936,-12.8915093981334,2.46299133302897e-13,9.98429374845564e-12,20.2856482861868,down
S100A3,-2.44707831761571,1.46551012266352,-12.7523397749539,3.20216362657531e-13,1.24394161469175e-11,20.2429154618129,down
PTGER4,-1.89654601236822,4.83028263439301,-12.884353243464,2.49633098853251e-13,1.00881140536578e-11,20.2283460953357,down
ACSS3,-2.00196454112916,3.60331382477022,-12.8330604747206,2.74931569102824e-13,1.09078473297847e-11,20.2242055044087,down
MSRB3,-2.24201242577332,5.60572322846974,-12.8792128983591,2.52056576668675e-13,1.01546126396797e-11,20.2191716830793,down
LILRA5,-2.48057887138401,2.69483098227791,-12.7339205125761,3.31585678565563e-13,1.27299643009303e-11,20.2118277152735,down
CBX7,-1.77157728064137,6.20479481925834,-12.8637210422064,2.59507994548105e-13,1.0422639547189e-11,20.1868879313371,down
HBA2,-4.62748237762469,7.82564617344461,-12.7809795943856,3.0332948855207e-13,1.19817804333773e-11,20.1657311450329,down
PDE1B,-1.90783086126489,2.87326945924822,-12.7625670911136,3.14077613758134e-13,1.22744164442662e-11,20.1549863396741,down
DES,-3.46814644055839,5.69081835261785,-12.7800971781504,3.03835847961993e-13,1.19817804333773e-11,20.058274197182,down
KAL1,-3.21795126599705,6.96576919235643,-12.7435974245855,3.2556168606538e-13,1.25726529237024e-11,20.0414616621198,down
PDIA4,1.49928812881953,7.4569813439987,12.7772986294584,3.05447512102659e-13,1.20090553478193e-11,20.0230573946173,up
STAC,-2.63590183305363,3.79956282178874,-12.7366215485804,3.29892794426807e-13,1.27023322880623e-11,20.0166357187314,down
PID1,-2.20672108673428,5.09645613933189,-12.7728833076559,3.08008186188288e-13,1.2073365928876e-11,20.0126056748909,down
LEPR,-2.18881064730481,5.57429221095191,-12.7609456420276,3.15042715168296e-13,1.22753807793784e-11,20.0006116350792,down
FAM150B,-3.53286336730544,0.954217934867771,-12.858502185224,2.62068983845315e-13,1.04611206303758e-11,19.9947671290294,down
AKAP2,-2.87287645899654,6.93135348414753,-12.7241242133857,3.37800964904228e-13,1.2892736827178e-11,19.9663527626736,down
KIAA1324L,-2.31025644877893,5.283036309105,-12.7507878699467,3.21158602735862e-13,1.24394161469175e-11,19.9571570943556,down
KIF26B,3.61167587722414,1.97064791423953,12.639928876051,3.96424849784816e-13,1.49552993186162e-11,19.9560570249583,up
ANGPT1,-2.47728663589874,4.84740250765674,-12.730408905132,3.33799974496826e-13,1.27773931586718e-11,19.932436815511,down
PLA2G4C,-1.50038802793958,2.83573302108009,-12.6364675865019,3.99047948326402e-13,1.50108728227796e-11,19.9075457737917,down
SLC46A2,-2.78003589192024,3.81262908625348,-12.6447483271225,3.92802018869776e-13,1.48615789921948e-11,19.841349433683,down
C1QTNF7,-2.13023556575369,3.38781170527198,-12.6260627307374,4.07041272286926e-13,1.52238101064792e-11,19.8025715003944,down
NCF2,-2.2185830977588,6.22223377558999,-12.6694104912487,3.74789559128117e-13,1.42627641845461e-11,19.7921184542873,down
RAI2,-1.97251868398136,4.63318790926376,-12.6537100585552,3.86155740717671e-13,1.46525897778714e-11,19.7875958912528,down
VEPH1,-2.86287227845901,4.84100531391849,-12.6274202539414,4.05989099912975e-13,1.52238101064792e-11,19.7455382309937,down
TMEM139,-2.30275076732998,3.66364763163078,-12.5752178926677,4.48540440497696e-13,1.64923897741308e-11,19.7168968203996,down
RRAS,-1.96067635457916,6.70133040295344,-12.6055907268091,4.23253306362319e-13,1.57717261096154e-11,19.6998007158816,down
VSIG4,-3.14298314291455,6.6545193620755,-12.6045345161439,4.2410755109745e-13,1.57717261096154e-11,19.6813008185193,down
OLFML1,-1.71862496557789,4.2908218300238,-12.5944244053155,4.32374799968923e-13,1.60334893863476e-11,19.666982130795,down
WASF3,-1.85125934197014,4.29840866987499,-12.5787977493896,4.45480858128515e-13,1.64261628281116e-11,19.6634523925341,down
HBEGF,-2.85664300670357,6.10437553343673,-12.586904939126,4.38631085638336e-13,1.62194095207853e-11,19.6453570049596,down
IL1RL1,-4.56395414422787,3.06294047069065,-12.37621320409,6.57650920271874e-13,2.35186779789281e-11,19.5361231503035,down
ATIC,1.37404249494543,5.6809909444928,12.523413332312,4.9531916670121e-13,1.81612389970531e-11,19.5262539656668,up
PILRA,-1.87128194969957,4.14089710085573,-12.4714810516295,5.47269891247757e-13,1.99539494146843e-11,19.5233599616911,down
C6orf105,-2.73155739603234,2.90150738173257,-12.3781506041811,6.5519175734991e-13,2.34951044194735e-11,19.4929337301068,down
RYR2,-1.78614991850382,1.86943695666981,-12.3675052125245,6.68821941988726e-13,2.38528218819094e-11,19.4849247484183,down
PDLIM2,-2.15804967804054,6.06052584360003,-12.4880877091001,5.30073642842877e-13,1.93810959664652e-11,19.467010255488,down
RHOJ,-1.59725749278917,3.81861122102749,-12.4444542144835,5.7649406710227e-13,2.09609388799051e-11,19.4010207309604,down
GPR65,-1.62399243814248,3.03071278693676,-12.3496989133493,6.92276833596744e-13,2.46220422586875e-11,19.3938407903074,down
C8B,-3.98488487788518,1.59708491492749,-12.3065975157225,7.52621534626915e-13,2.61972503772937e-11,19.3912511919838,down
CCL23,-3.1256189280544,0.947899052651721,-12.2881226726786,7.80121055770275e-13,2.67971582657089e-11,19.3533790816624,down
IGSF10,-2.95536576049531,4.62092751397442,-12.4158076010186,6.09228110195126e-13,2.20126546674518e-11,19.3500855756139,down
C16orf88,1.48155008191541,3.29263979126509,12.332775256388,7.15354122027914e-13,2.51738134279992e-11,19.3283932394666,up
ITPRIP,-1.71394263977943,5.82843414344699,-12.4147446636842,6.10478892945496e-13,2.20126546674518e-11,19.2945832260669,down
